protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
ERR7672681,CZH+22,6233581,NA,4635209,11834977,1670987,8115654,9345687,6448800,10297739,3217841,10019678,9455579,14034485,3521575,7093351,5653967,5428486,7013460,9207914,8551245,10155235,1617547,6054087
ERR7672686,CZH+22,5116312,NA,3500887,8354201,1294189,6259359,6972861,4760642,7645470,2440463,7807521,7205378,10284514,2761783,5590042,4162651,3995503,5217026,7020400,6673437,7743208,1212430,4872453
ERR7672687,CZH+22,9781882,NA,6313749,15172906,2377849,11332884,12643725,8615414,13686018,4470361,13984634,12982410,18479886,4999663,9982675,7457033,7179690,9556686,12607322,11947752,13886764,2170253,8696086
ERR7672689,CZH+22,5782781,NA,4120472,9646158,1585381,7322178,8134593,5653021,8752655,2949513,8979490,8440467,12100866,3211974,6523530,4947417,4729977,6262799,8372498,7750500,8899140,1462818,5701517
ERR7672695,CZH+22,18819027,NA,10122307,24575187,3815806,17910901,20209358,14111447,21741931,7013709,22029284,20797159,29940614,7712617,15983074,12006686,11650676,15539952,20183261,18995041,22071066,3458718,13726789
ERR7672697,CZH+22,8808982,NA,5903851,14736839,2137720,10733538,11703982,7820795,13137724,4204574,12701518,11551125,17346590,4673966,8902581,7198932,6799971,8981402,11829927,11313524,13415578,2102563,7816204
ERR7672698,CZH+22,7212857,NA,5069850,12854465,1918265,9245705,10109632,6677016,11336970,3624467,10771618,9905080,14910422,4020881,7511575,6234809,5729180,8016356,10137288,9614343,11348033,1814893,6723611
ERR7672700,CZH+22,10224933,NA,7310482,18274701,2613532,12977378,14955127,10005181,16200734,5051450,15739586,14651571,21942048,5558639,11026471,8909144,8399565,11314460,14722779,13747170,16163562,2514645,9705056
ERR7672703,CZH+22,6166156,NA,4587716,12301803,1788299,7665077,9126538,6048416,10427229,3398864,8939716,8171936,14643872,3331896,6069702,6173668,5763859,7268553,9531424,8389517,10382177,1771737,5145506
ERR7672704,CZH+22,14493289,NA,8975999,23315576,3108174,15757349,18247108,12248626,20149507,6071204,19229437,17890867,27145028,6734795,13462266,11005759,10421361,13697386,17693497,16632687,19953733,3051733,11474928
ERR7672705,CZH+22,8550947,NA,5898628,14293746,2177799,10621041,11667970,7849775,12985722,4158674,12910189,11800629,17223314,4614263,9203657,7072694,6701792,8918351,11831067,11307372,13204249,2042545,8026291
ERR7672706,CZH+22,68203229,NA,22211901,58783175,7445724,39427207,45939462,29980602,50599182,15030656,47849006,43846299,67959016,16756050,32587433,27275569,26085278,33471898,44030205,40940588,50310876,7561068,27208414
ERR7672708,CZH+22,5938152,NA,4178278,9885581,1573916,7455749,8330448,5713265,9012168,2937889,9132713,8550053,12317573,3298504,6574517,4958072,4811671,6279350,8384164,7920289,9170627,1460752,5791071
ERR7672710,CZH+22,9210086,NA,5716973,13411202,2300485,10092672,11066186,7726043,12312139,4333869,12399637,11387001,17003466,4608037,8711606,6999826,6642936,8591336,11716366,10817143,12521966,2102266,7790242
ERR7672712,CZH+22,25827485,NA,14476492,37607413,5568391,25824475,28362379,18744075,32777872,10646117,28934098,26245005,42585868,10991718,20249141,18637089,16271312,23721754,29384462,27465982,32916656,5392325,17570889
ERR7672715,CZH+22,6471733,NA,4286648,10614234,1576942,7654581,8497686,5768160,9555583,3010354,9253811,8539343,12635447,3367858,6608275,5210186,4945893,6528333,8586348,8169852,9563896,1523142,5790821
ERR7672717,CZH+22,28813051,NA,15141844,38439578,5802728,27163915,30644105,20554713,33349931,10742913,32413592,29923372,44970957,11945551,22466949,18371838,17208235,24041699,30075980,28194476,33390975,5175107,19948410
ERR7672719,CZH+22,12953101,NA,6457770,15941664,2358965,11850421,12531211,8509777,14383678,4692307,13933231,12757966,18783615,5206387,9854084,7860921,7515952,9755171,12934727,12475012,14564656,2314260,8604145
ERR7672722,CZH+22,8364214,NA,5441295,14473130,1940341,9918494,10901272,7073200,12539417,3832251,11550570,10308530,15963206,4265005,7860220,6771774,6006773,8594882,10811077,10322267,12527302,1913745,6791749
ERR7672730,CZH+22,7138143,NA,4534878,11154368,1553112,8351985,9074867,6003378,10031890,3261525,9777209,8961952,13470748,3576461,6759014,5506485,5296718,6761639,9185193,8760201,10336950,1574943,6013531
ERR7672735,CZH+22,12054402,NA,8519030,21609176,3131916,15384729,17211649,11355532,18953098,5921882,18277312,16780717,25014664,6594438,12826038,10345409,9429337,13311193,17048177,16088998,19133226,2974372,11166640
ERR7672736,CZH+22,7250024,NA,4745370,11596283,1644321,8674074,9512083,6281834,10546995,3333593,10437554,9459615,13911124,3710256,7229060,5716185,5433287,7080585,9511201,9145496,10786883,1643034,6365830
ERR7672738,CZH+22,5877841,NA,3925325,9806140,1483358,7102796,7683353,5197309,8664286,2848207,8321926,7586787,11431068,3093680,5871940,4789940,4494349,6177802,7803553,7431867,8712251,1418725,5160905
ERR7672739,CZH+22,16321953,NA,9852428,24923635,3309111,17306358,20401465,13438234,21860368,6557090,21386542,19819668,30055260,7192127,14655163,12028678,11350806,14977640,19770557,18203043,21647447,3368170,12634718
ERR7672740,CZH+22,6147271,NA,4667177,12122397,1619397,8206459,9480140,6299838,10465792,3186152,10105050,9207098,14055427,3527219,6978520,5756567,5348580,7174625,9303292,8620528,10484522,1602125,5902471
ERR7672741,CZH+22,11248920,NA,7306489,18280731,2518299,12879298,14974959,9952675,16066230,4938444,15820742,14640779,22322678,5415914,10850356,8901316,8478313,11242597,14656719,13521960,15954043,2472177,9539548
ERR7672742,CZH+22,5865086,NA,4043302,9783459,1476297,7263465,8072480,5405812,8924657,2793202,8967356,8245857,11758912,3183523,6263721,4786587,4464941,6009142,8073122,7620138,9011387,1371455,5497094
ERR7672746,CZH+22,7209924,NA,5097661,12496446,1866898,9069654,10291097,7012484,11057171,3473615,11122853,10443768,15157169,3877302,7812947,6096221,5778005,7887308,10244551,9525278,11144275,1710203,6831584
ERR7672749,CZH+22,6856273,NA,4186713,10926599,1394920,7694595,8308966,5323835,9593532,2960624,8841181,7790486,12360708,3243225,5969046,5208642,4831401,6398218,8374449,8114746,9804354,1479159,5245342
ERR7672751,CZH+22,5310488,NA,3762773,9880276,1292056,6745434,7539774,4923267,8601093,2576303,8016104,7214986,11200764,2899056,5515043,4651795,4280788,5715315,7488118,7061399,8626062,1319668,4734619
ERR7672762,CZH+22,14352935,NA,8940934,22065531,3257183,15999522,18007474,12144957,19580970,6258133,19396468,18012632,26572644,6975423,13727842,10736881,10366781,13600198,17842653,16787003,19750213,3086276,11888669
ERR7672763,CZH+22,18688389,NA,9752622,25354084,3439895,16890890,19424783,13529682,21640081,6735907,20570341,19219208,29691618,7196153,14638781,11953385,11683833,15068009,19066623,17961294,21507356,3378202,12294427
ERR7672764,CZH+22,8658404,NA,5735048,14163158,2070581,10412450,11235371,7475722,12821816,4053153,12377617,11168239,16710664,4550217,8647450,6971234,6496231,8572910,11401842,10992124,13011239,2024477,7626765
ERR7672765,CZH+22,7511639,NA,5151963,13558727,1763863,9029740,10239184,6909334,11623635,3593432,10640960,9742647,15640054,3876826,7514998,6473440,6224217,8025081,10081809,9479861,11456741,1862428,6363414
ERR7672766,CZH+22,11141555,NA,6603612,16725256,2356607,11676924,13211264,9043983,14706220,4637238,14264148,13182399,19782814,5066413,10122920,8060133,7805690,10011894,13029944,12421677,14681759,2303111,8674354
ERR7672768,CZH+22,11795985,NA,6812318,15869979,2520130,12184978,13636068,9308201,14639185,4661835,14957777,14251987,19845144,5302189,10874532,7962240,7721645,9985442,13645958,12861046,14867841,2342700,9331577
ERR7672769,CZH+22,9213500,NA,6323760,15813196,2266630,11437932,12755705,8417081,14146071,4396870,13748483,12602398,18674240,4958486,9582116,7650548,7111063,9517201,12685046,11975333,14297167,2164395,8369804
ERR7672770,CZH+22,13043348,NA,8309292,20188078,3017125,15032026,16590297,11093229,18216566,5763170,18226465,16659300,24362023,6507001,12896482,9940700,9354312,12494527,16735126,15870636,18559256,2879430,11253222
ERR7672774,CZH+22,24952568,NA,13785304,33866606,4967262,24652465,27433594,18479115,30367135,9579106,29681753,27512113,40377541,10657497,21062954,16576138,15709928,20685813,27357720,26085758,30698917,4743976,18158906
ERR7672776,CZH+22,9787635,NA,6802241,16779253,2516353,12246799,13631269,9137172,14925513,4717838,14743260,13603767,19899674,5300466,10402678,8172563,7610873,10508190,13619079,12844858,15146106,2364563,9059891
ERR7672778,CZH+22,5514110,NA,3402320,8399689,1159458,6074349,6974578,4544151,7631359,2263205,7558486,6918135,10118574,2619353,5220388,4057625,3758171,4957362,6796445,6375112,7697707,1154532,4513049
ERR7672781,CZH+22,5835654,NA,4023147,9780435,1528982,7188993,8049085,5528156,8699339,2847256,8790442,8276468,11797996,3171852,6365731,4787548,4644283,6150204,8072228,7565023,8733132,1409331,5497092
ERR7672782,CZH+22,7091025,NA,5129530,12709481,1794361,8978111,10467808,7058765,11222095,3454666,11228267,10588545,15350176,3839990,7957345,6112602,5869694,7637625,10165644,9568716,11282072,1721838,6829399
ERR7672784,CZH+22,16793106,NA,11287200,27300932,4228717,20247931,22664372,15466425,24512744,7857870,25006429,23274767,33184338,8837858,17702649,13401865,12732584,17196593,22658112,21293683,24710743,3856083,15574812
ERR7672788,CZH+22,16869255,NA,10721115,26686568,3815921,18934046,21985767,14822490,23533130,7259330,23591017,22146339,32115943,8062814,16463674,12823207,12107556,16228494,21381202,19842095,23443295,3565126,14233853
ERR7672790,CZH+22,6226267,NA,4254116,12103691,1156669,7691810,8983133,5464373,9944359,2897726,8422712,7419766,13225248,2996495,5455378,5563263,5141526,6698601,8529967,8098422,10191845,1507611,4750163
ERR7672792,CZH+22,5050244,NA,3839524,10388081,1191878,6805810,7864026,4975615,8798724,2632986,7901020,7016758,11845964,2776176,5278913,4931037,4598856,5991189,7625801,7202371,8910340,1395836,4556103
ERR7672794,CZH+22,8323114,NA,5324100,13375444,1852600,9353115,10754416,7272049,11824219,3601498,11581556,10712091,15905186,4006045,8082464,6478609,6029571,8153225,10483527,9917287,11785084,1803397,6976482
ERR7672796,CZH+22,9895863,NA,6035536,15757959,1983906,10678211,12441256,8098690,13673602,4085721,13083324,11745083,18661077,4476261,8881450,7500292,7086410,9197979,11972804,11155545,13557117,2089983,7493714
ERR7672797,CZH+22,9832411,NA,6914291,17751900,2319412,12005510,14090354,9589718,15366540,4620245,14996130,13994203,21074048,4967107,10408400,8450356,8287263,10264606,13609926,12816690,15124986,2324343,8902463
ERR7672798,CZH+22,22419862,NA,11007557,26605687,4044328,19840445,22240011,14957531,23901402,7672229,24615048,22743023,32353276,8683847,17302572,12904180,12449835,16450565,21933241,20711995,24306996,3676030,14891860
ERR7672800,CZH+22,7109080,NA,4812886,11350036,1854954,8614645,9522834,6615482,10302745,3388632,10614833,9924481,14019165,3830801,7691139,5665524,5491987,7234723,9636449,9124414,10461262,1667725,6780069
ERR7672802,CZH+22,8331646,NA,5350991,13536090,1825206,9333613,10853777,7327152,11771907,3645146,11464118,10580317,16485520,3908033,8068999,6548081,6379241,8144368,10665319,9873255,11655947,1870359,6943012
ERR7672805,CZH+22,5669440,NA,3406304,9422137,1123752,5883583,6936036,4276303,7855138,2452303,6725773,5792894,10513179,2461222,4500998,4534799,3971837,5565908,6993640,6496117,7970053,1241114,3987003
ERR7672807,CZH+22,18654194,NA,11662148,29697107,4213704,20482658,23363942,16052526,25881924,8209718,24998708,23212032,35180873,8912921,17844836,14278032,13961945,17864272,23073442,21847465,25752809,4113909,15285201
ERR7672808,CZH+22,8882563,NA,5980402,14541739,2168410,10696385,11681365,7969732,13137019,4194001,13006534,11958530,17557681,4695481,9231474,7154169,6880183,8753990,11915471,11274275,13301972,2078604,7927798
