rank,group,ntaxa,parent,nH2O,ZC,nC
genus,Empedobacter,6,Weeksellaceae,-0.767558,-0.176585,5.072956
genus,Terrimonas,2,Chitinophagaceae,-0.784695,-0.16932,5.053496
genus,Psychroflexus,16,Flavobacteriaceae,-0.776443,-0.180333,5.114944
genus,Halomonas,198,Halomonadaceae,-0.750271,-0.135521,4.879547
genus,Myroides,20,Flavobacteriaceae,-0.770007,-0.190234,5.118249
genus,Sphingobacterium,85,Sphingobacteriaceae,-0.78789,-0.173337,5.088505
genus,Francisella,25,Francisellaceae,-0.739267,-0.205617,5.093284
genus,Paracoccus,97,Rhodobacteraceae,-0.732001,-0.132914,4.797002
genus,Thermus,27,Thermaceae,-0.73934,-0.19205,4.995873
genus,Meiothermus,15,Thermaceae,-0.746048,-0.171155,4.950813
genus,Xanthobacter,12,Xanthobacteraceae,-0.711561,-0.152279,4.785881
genus,Comamonas,44,Comamonadaceae,-0.73345,-0.141355,4.830522
genus,Pseudomonas,1708,Pseudomonadaceae,-0.742881,-0.148805,4.891485
genus,Burkholderia,291,Burkholderiaceae,-0.74551,-0.131566,4.813444
genus,Brevundimonas,68,Caulobacteraceae,-0.729097,-0.12728,4.775728
genus,Hydrogenophilus,1,Hydrogenophilaceae,-0.75571,-0.153724,4.923471
genus,Pelomonas,12,Comamonadaceae,-0.729806,-0.138799,4.812196
genus,Ralstonia,26,Burkholderiaceae,-0.738331,-0.138075,4.824892
genus,Xanthomonas,90,Xanthomonadaceae,-0.748108,-0.12364,4.812793
genus,Zoogloea,7,Zoogloeaceae,-0.725826,-0.14586,4.852015
genus,Azotobacter,5,Pseudomonadaceae,-0.746416,-0.139583,4.886325
genus,Agrobacterium,66,Rhizobiaceae,-0.726662,-0.151222,4.855265
genus,Bradyrhizobium,220,Bradyrhizobiaceae,-0.724864,-0.148296,4.831283
genus,Rhizobium,364,Rhizobiaceae,-0.727203,-0.15013,4.848772
genus,Sinorhizobium,26,Rhizobiaceae,-0.733029,-0.143892,4.848515
genus,Mesorhizobium,481,Phyllobacteriaceae,-0.729351,-0.148217,4.834303
genus,Neorhizobium,18,Rhizobiaceae,-0.727523,-0.15222,4.855182
genus,Methylobacillus,5,Methylophilaceae,-0.735463,-0.155786,4.91963
genus,Methylobacterium,142,Methylobacteriaceae,-0.711164,-0.131876,4.754768
genus,Methylorubrum,9,Methylobacteriaceae,-0.714054,-0.130745,4.75968
genus,Methylococcus,6,Methylococcaceae,-0.737377,-0.147636,4.90404
genus,Methylobacter,10,Methylococcaceae,-0.750534,-0.160914,4.969143
genus,Methylomonas,18,Methylococcaceae,-0.753348,-0.154837,4.944272
genus,Methylosinus,14,Methylocystaceae,-0.730071,-0.136159,4.817996
genus,Acetobacter,59,Acetobacteraceae,-0.741471,-0.13985,4.847487
genus,Komagataeibacter,21,Acetobacteraceae,-0.749,-0.126495,4.816605
genus,Acidomonas,1,Acetobacteraceae,-0.740432,-0.13059,4.819453
genus,Gluconobacter,31,Acetobacteraceae,-0.740452,-0.133298,4.834387
genus,Legionella,69,Legionellaceae,-0.758846,-0.181683,5.059458
genus,Fluoribacter,4,Legionellaceae,-0.759586,-0.17981,5.065075
genus,Tatlockia,3,Legionellaceae,-0.74521,-0.181207,5.053758
genus,Acinetobacter,617,Moraxellaceae,-0.760048,-0.16917,5.015512
genus,Moraxella,31,Moraxellaceae,-0.754735,-0.159515,4.964927
genus,Neisseria,97,Neisseriaceae,-0.75719,-0.155653,4.949808
genus,Bergeriella,1,Neisseriaceae,-0.74408,-0.15068,4.899834
genus,Psychrobacter,140,Moraxellaceae,-0.740356,-0.150118,4.927184
genus,Thermomicrobium,1,Thermomicrobiaceae,-0.733333,-0.158869,4.919843
genus,Kingella,7,Neisseriaceae,-0.758466,-0.147224,4.931615
genus,Alcaligenes,9,Alcaligenaceae,-0.743458,-0.151869,4.894097
genus,Bordetella,32,Alcaligenaceae,-0.735349,-0.135484,4.809272
genus,Acidiphilium,9,Acetobacteraceae,-0.706844,-0.158727,4.799375
genus,Acidocella,5,Acetobacteraceae,-0.71994,-0.157895,4.816501
genus,Beijerinckia,5,Beijerinckiaceae,-0.727992,-0.150614,4.856439
genus,Chromobacterium,23,Chromobacteriaceae,-0.741468,-0.143688,4.861921
genus,Iodobacter,6,Chromobacteriaceae,-0.72626,-0.169677,4.920819
genus,Eikenella,18,Neisseriaceae,-0.761107,-0.1441,4.921028
genus,Zymomonas,1,Sphingomonadaceae,-0.741193,-0.149676,4.916735
genus,Citrobacter,171,Enterobacteriaceae,-0.752269,-0.158671,4.941129
genus,Enterobacter,291,Enterobacteriaceae,-0.753993,-0.155518,4.936804
genus,Klebsiella,113,Enterobacteriaceae,-0.753942,-0.157755,4.934011
genus,Pantoea,164,Erwiniaceae,-0.74936,-0.153868,4.926872
genus,Erwinia,49,Erwiniaceae,-0.748524,-0.153484,4.928898
genus,Pectobacterium,28,Pectobacteriaceae,-0.750024,-0.153178,4.939619
genus,Dickeya,21,Pectobacteriaceae,-0.753173,-0.148481,4.924651
genus,Escherichia,153,Enterobacteriaceae,-0.752505,-0.158022,4.949045
genus,Shimwellia,3,Enterobacteriaceae,-0.738482,-0.153123,4.919884
genus,Atlantibacter,4,Enterobacteriaceae,-0.752001,-0.157163,4.935401
genus,Pseudescherichia,1,Enterobacteriaceae,-0.749724,-0.155168,4.929405
genus,Hafnia,6,Hafniaceae,-0.749919,-0.158124,4.943115
genus,Raoultella,44,Enterobacteriaceae,-0.754041,-0.157346,4.930755
genus,Kluyvera,12,Enterobacteriaceae,-0.760426,-0.144166,4.909838
genus,Morganella,7,Morganellaceae,-0.767593,-0.152672,4.961597
genus,Proteus,73,Morganellaceae,-0.749534,-0.170759,5.006568
genus,Providencia,37,Morganellaceae,-0.74611,-0.17311,4.985933
genus,Salmonella,300,Enterobacteriaceae,-0.754506,-0.158809,4.948448
genus,Serratia,97,Yersiniaceae,-0.751737,-0.154757,4.924151
genus,Shigella,46,Enterobacteriaceae,-0.7427,-0.15631,4.937354
genus,Xenorhabdus,34,Morganellaceae,-0.756392,-0.161223,4.99639
genus,Yersinia,29,Yersiniaceae,-0.744305,-0.157015,4.936261
genus,Edwardsiella,9,Hafniaceae,-0.753125,-0.143888,4.912827
genus,Arsenophonus,11,Morganellaceae,-0.730711,-0.186091,5.051448
genus,Aeromonas,83,Aeromonadaceae,-0.746223,-0.157283,4.924376
genus,Photobacterium,54,Vibrionaceae,-0.752961,-0.165677,4.966596
genus,Vibrio,365,Vibrionaceae,-0.753829,-0.158671,4.972251
genus,Aliivibrio,14,Vibrionaceae,-0.747987,-0.167237,4.995015
genus,Grimontia,7,Vibrionaceae,-0.747737,-0.154478,4.933907
genus,Plesiomonas,3,,-0.74798,-0.154817,4.933895
genus,Actinobacillus,16,Pasteurellaceae,-0.743122,-0.175496,5.005748
genus,Aggregatibacter,9,Pasteurellaceae,-0.748232,-0.176917,5.018311
genus,Haemophilus,29,Pasteurellaceae,-0.74466,-0.17605,5.01538
genus,Avibacterium,6,Pasteurellaceae,-0.745486,-0.176464,5.013868
genus,Histophilus,1,Pasteurellaceae,-0.713269,-0.154571,4.926859
genus,Glaesserella,4,Pasteurellaceae,-0.745925,-0.171696,5.007985
genus,Pasteurella,15,Pasteurellaceae,-0.739745,-0.179657,5.026366
genus,Gallibacterium,6,Pasteurellaceae,-0.745155,-0.180044,5.025027
genus,Rodentibacter,13,Pasteurellaceae,-0.748267,-0.176477,5.024359
genus,Anaplasma,6,Anaplasmataceae,-0.713538,-0.15436,4.87368
genus,Bartonella,78,Bartonellaceae,-0.733813,-0.170179,4.976578
genus,Coxiella,8,Coxiellaceae,-0.72979,-0.196667,5.075929
genus,Ehrlichia,9,Anaplasmataceae,-0.724534,-0.191846,5.057484
genus,Rickettsia,50,Rickettsiaceae,-0.715277,-0.209097,5.084214
genus,Orientia,2,Rickettsiaceae,-0.718997,-0.205807,5.103426
genus,Chlamydia,20,Chlamydiaceae,-0.745316,-0.184368,5.033159
genus,Bacteroides,208,Bacteroidaceae,-0.797238,-0.161956,5.075558
genus,Phocaeicola,14,,-0.801982,-0.157947,5.079007
genus,Parabacteroides,51,Tannerellaceae,-0.792892,-0.166585,5.077927
genus,Sebaldella,1,Leptotrichiaceae,-0.723828,-0.196317,5.072108
genus,Butyrivibrio,49,Lachnospiraceae,-0.757649,-0.167825,5.018693
genus,Fibrobacter,40,Fibrobacteraceae,-0.777228,-0.15583,4.991712
genus,Porphyromonas,33,Porphyromonadaceae,-0.767309,-0.16236,5.029621
genus,Prevotella,159,Prevotellaceae,-0.792624,-0.152965,5.047055
genus,Roseburia,52,Lachnospiraceae,-0.746276,-0.168775,5.021926
genus,Wolinella,1,Helicobacteraceae,-0.730468,-0.198462,5.059303
genus,Oxalobacter,1,Oxalobacteraceae,-0.74372,-0.151473,4.937362
genus,Fusobacterium,54,Fusobacteriaceae,-0.714063,-0.216796,5.121873
genus,Faecalibacterium,31,Oscillospiraceae,-0.7476,-0.153248,4.920025
genus,Syntrophomonas,3,Syntrophomonadaceae,-0.724647,-0.178812,4.997982
genus,Pectinatus,6,Selenomonadaceae,-0.723109,-0.188433,5.01405
genus,Ruminobacter,3,Succinivibrionaceae,-0.743159,-0.158224,4.983968
genus,Dichelobacter,1,Cardiobacteriaceae,-0.761341,-0.157376,4.998873
genus,Desulfovibrio,63,Desulfovibrionaceae,-0.737474,-0.149524,4.874573
genus,Desulfocurvibacter,1,Desulfovibrionaceae,-0.72882,-0.152667,4.894175
genus,Maridesulfovibrio,7,Desulfovibrionaceae,-0.727689,-0.176531,4.974013
genus,Thermodesulfobacterium,7,Thermodesulfobacteriaceae,-0.72943,-0.255038,5.230614
genus,Desulfuromonas,9,Desulfuromonadaceae,-0.725389,-0.159388,4.922823
genus,Desulfobulbus,11,Desulfobulbaceae,-0.731927,-0.16233,4.938571
genus,Desulfococcus,2,Desulfobacteraceae,-0.747664,-0.159416,4.94455
genus,Desulfomicrobium,7,Desulfomicrobiaceae,-0.718671,-0.163645,4.898338
genus,Acidaminococcus,14,Acidaminococcaceae,-0.73331,-0.175506,4.965812
genus,Megasphaera,30,Veillonellaceae,-0.741922,-0.163487,4.947153
genus,Nitrobacter,5,Bradyrhizobiaceae,-0.723215,-0.139078,4.848596
genus,Nitrosomonas,33,Nitrosomonadaceae,-0.752418,-0.159056,4.975956
genus,Thiobacillus,4,Thiobacillaceae,-0.739735,-0.146306,4.892511
genus,Acidithiobacillus,19,Acidithiobacillaceae,-0.764763,-0.147241,4.921256
genus,Starkeya,8,Xanthobacteraceae,-0.71934,-0.150192,4.812585
genus,Thiomonas,14,,-0.738911,-0.143247,4.841006
genus,Halothiobacillus,7,Halothiobacillaceae,-0.742847,-0.131046,4.868347
genus,Thermithiobacillus,1,Thermithiobacillaceae,-0.743746,-0.143499,4.883104
genus,Thiomicrospira,10,Piscirickettsiaceae,-0.755694,-0.157233,4.973622
genus,Hydrogenobacter,4,Aquificaceae,-0.739346,-0.220611,5.172952
genus,Neorickettsia,6,Anaplasmataceae,-0.705308,-0.19254,4.99844
genus,Wolbachia,65,Anaplasmataceae,-0.713739,-0.195978,5.061116
genus,Bdellovibrio,9,Bdellovibrionaceae,-0.741101,-0.177514,5.002246
genus,Bacteriovorax,5,Bacteriovoracaceae,-0.753793,-0.182024,5.076359
genus,Herbaspirillum,50,Oxalobacteraceae,-0.729303,-0.150583,4.857456
genus,Oceanospirillum,7,Oceanospirillaceae,-0.73925,-0.151591,4.940771
genus,Selenomonas,30,Selenomonadaceae,-0.737025,-0.154504,4.919031
genus,Cytophaga,4,Cytophagaceae,-0.761793,-0.180929,5.052549
genus,Cellulophaga,16,Flavobacteriaceae,-0.763908,-0.186217,5.082787
genus,Saccharicrinis,3,Marinilabiliaceae,-0.787033,-0.172136,5.085884
genus,Pedobacter,129,Sphingobacteriaceae,-0.770017,-0.182336,5.063891
genus,Aquimarina,39,Flavobacteriaceae,-0.772491,-0.180784,5.102391
genus,Leeuwenhoekiella,10,Flavobacteriaceae,-0.778245,-0.171701,5.069788
genus,Marinilabilia,3,Marinilabiliaceae,-0.785096,-0.166007,5.079688
genus,Breznakibacter,1,Marinilabiliaceae,-0.783556,-0.158984,5.030593
genus,Solitalea,4,Sphingobacteriaceae,-0.75681,-0.184114,5.059828
genus,Eisenibacter,1,Microscillaceae,-0.794632,-0.165527,5.075554
genus,Flexibacter,1,Flexibacteraceae,-0.774444,-0.169818,5.038791
genus,Bernardetia,1,Bernardetiaceae,-0.778314,-0.183266,5.148837
genus,Hugenholtzia,1,Bernardetiaceae,-0.788592,-0.183356,5.132165
genus,Thermoflexibacter,1,Thermoflexibacteraceae,-0.7813,-0.187239,5.131341
genus,Chitinophaga,59,Chitinophagaceae,-0.788229,-0.165189,5.032774
genus,Marivirga,6,Marivirgaceae,-0.775312,-0.177244,5.090994
genus,Saprospira,1,Saprospiraceae,-0.794772,-0.164915,5.079252
genus,Weeksella,4,Weeksellaceae,-0.770939,-0.181438,5.113964
genus,Bergeyella,2,Weeksellaceae,-0.776699,-0.184008,5.120743
genus,Capnocytophaga,37,Flavobacteriaceae,-0.782109,-0.183913,5.121975
genus,Beggiatoa,5,Thiotrichaceae,-0.742243,-0.175976,5.029155
genus,Marinoscillum,3,Reichenbachiellaceae,-0.77999,-0.151344,5.017733
genus,Microscilla,2,Microscillaceae,-0.799679,-0.15714,5.089528
genus,Thiothrix,10,Thiotrichaceae,-0.752758,-0.151726,4.937278
genus,Afipia,21,Bradyrhizobiaceae,-0.721554,-0.152739,4.840752
genus,Erythrobacter,47,Erythrobacteraceae,-0.74024,-0.127245,4.804853
genus,Chromatium,3,Chromatiaceae,-0.735028,-0.152692,4.917453
genus,Marichromatium,7,Chromatiaceae,-0.735104,-0.132182,4.854002
genus,Allochromatium,5,Chromatiaceae,-0.741305,-0.138355,4.898811
genus,Thermochromatium,1,Chromatiaceae,-0.739928,-0.142814,4.911502
genus,Ectothiorhodospira,9,Ectothiorhodospiraceae,-0.745287,-0.128497,4.890391
genus,Halorhodospira,5,Ectothiorhodospiraceae,-0.757746,-0.109082,4.860191
genus,Thiocapsa,6,Chromatiaceae,-0.741549,-0.138095,4.87904
genus,Thiococcus,1,Chromatiaceae,-0.739358,-0.13518,4.859458
genus,Rhodobacter,31,Rhodobacteraceae,-0.730972,-0.141978,4.808947
genus,Cereibacter,6,Rhodobacteraceae,-0.721967,-0.140428,4.79391
genus,Rhodocyclus,3,Rhodocyclaceae,-0.715483,-0.151797,4.836275
genus,Rhodomicrobium,5,Hyphomicrobiaceae,-0.728461,-0.145658,4.833291
genus,Rhodopila,1,Acetobacteraceae,-0.731731,-0.136286,4.801514
genus,Rhodopseudomonas,15,Bradyrhizobiaceae,-0.71831,-0.148145,4.818463
genus,Rhodoblastus,3,Beijerinckiaceae,-0.716896,-0.146453,4.829754
genus,Blastochloris,4,Blastochloridaceae,-0.706902,-0.146585,4.799944
genus,Afifella,4,Afifellaceae,-0.722779,-0.144761,4.833097
genus,Pararhodospirillum,3,Rhodospirillaceae,-0.696037,-0.147336,4.817513
genus,Rhodospirillum,2,Rhodospirillaceae,-0.710286,-0.140765,4.779976
genus,Rhodothalassium,1,Rhodothalassiaceae,-0.727764,-0.11647,4.753024
genus,Rhodovibrio,3,Rhodospirillaceae,-0.722602,-0.120533,4.802019
genus,Chlorobium,10,Chlorobiaceae,-0.732506,-0.163134,4.946789
genus,Chlorobaculum,6,Chlorobiaceae,-0.73802,-0.162709,4.949464
genus,Prosthecochloris,11,Chlorobiaceae,-0.744866,-0.155289,4.95653
genus,Pelodictyon,2,Chlorobiaceae,-0.736718,-0.162696,4.948147
genus,Chloroflexus,7,Chloroflexaceae,-0.737998,-0.160626,4.926526
genus,Aphanothece,3,Aphanothecaceae,-0.738615,-0.165972,4.967456
genus,Chlorogloeopsis,1,Chlorogloeopsidaceae,-0.747283,-0.171425,5.018435
genus,Microcystis,12,Microcystaceae,-0.744896,-0.173829,5.017694
genus,Synechococcus,119,Synechococcaceae,-0.735632,-0.143865,4.877798
genus,Synechocystis,14,Merismopediaceae,-0.75427,-0.167187,4.986714
genus,Pseudanabaena,18,Pseudanabaenaceae,-0.73694,-0.165636,4.983339
genus,Planktothrix,13,Microcoleaceae,-0.74952,-0.170998,5.031951
genus,Anabaena,23,Nostocaceae,-0.743018,-0.172888,5.016621
genus,Trichormus,4,Nostocaceae,-0.740793,-0.170074,5.008913
genus,Dolichospermum,15,Aphanizomenonaceae,-0.743426,-0.176533,5.029753
genus,Aphanizomenon,6,Aphanizomenonaceae,-0.752506,-0.171272,5.042038
genus,Nostoc,64,Nostocaceae,-0.743667,-0.167807,4.998159
genus,Desmonostoc,1,Nostocaceae,-0.739518,-0.166883,4.995362
genus,Leptolyngbya,37,Leptolyngbyaceae,-0.750959,-0.14874,4.945463
genus,Calothrix,23,Calotrichaceae,-0.743383,-0.167405,5.002235
genus,Tolypothrix,11,Tolypothrichaceae,-0.750913,-0.166374,4.996758
genus,Fischerella,11,Hapalosiphonaceae,-0.745472,-0.170582,5.013528
genus,Microchaete,1,Rivulariaceae,-0.739875,-0.16877,5.002965
genus,Phormidium,12,Oscillatoriaceae,-0.748737,-0.154988,4.954539
genus,Scytonema,8,Scytonemataceae,-0.740995,-0.165272,4.996211
genus,Trichodesmium,1,Microcoleaceae,-0.742812,-0.175839,5.047604
genus,Prochlorococcus,56,Prochloraceae,-0.726036,-0.185468,5.059556
genus,Prochlorothrix,1,Prochlorotrichaceae,-0.757792,-0.143708,4.925868
genus,Nitrosococcus,5,Chromatiaceae,-0.755286,-0.160859,4.988301
genus,Nitrosospira,18,Nitrosomonadaceae,-0.745205,-0.151885,4.918636
genus,Nitrosovibrio,6,Nitrosomonadaceae,-0.747693,-0.146825,4.912419
genus,Nitrospira,11,Nitrospiraceae,-0.729171,-0.146633,4.910471
genus,Piscirickettsia,3,Piscirickettsiaceae,-0.741438,-0.170623,5.028145
genus,Leuconostoc,23,Lactobacillaceae,-0.740549,-0.176366,5.004566
genus,Oenococcus,5,Lactobacillaceae,-0.738774,-0.193154,5.046665
genus,Weissella,28,Lactobacillaceae,-0.738762,-0.171936,4.986066
genus,Pediococcus,14,Lactobacillaceae,-0.738089,-0.176491,5.022664
genus,Peptostreptococcus,9,Peptostreptococcaceae,-0.706733,-0.193807,5.056694
genus,Peptoniphilus,37,Peptoniphilaceae,-0.714796,-0.199435,5.085058
genus,Finegoldia,8,Peptoniphilaceae,-0.716331,-0.198862,5.10476
genus,Ruminococcus,177,Oscillospiraceae,-0.748767,-0.167438,5.010896
genus,Clostridium,426,Clostridiaceae,-0.723348,-0.190738,5.048188
genus,Micrococcus,42,Micrococcaceae,-0.714152,-0.118813,4.725109
genus,Kocuria,45,Micrococcaceae,-0.725929,-0.116235,4.754901
genus,Dermacoccus,13,Dermacoccaceae,-0.7187,-0.117427,4.729709
genus,Kytococcus,6,Kytococcaceae,-0.722905,-0.10015,4.708935
genus,Staphylococcus,539,Staphylococcaceae,-0.744963,-0.182768,5.074577
genus,Mammaliicoccus,6,Staphylococcaceae,-0.746724,-0.187002,5.095925
genus,Deinococcus,76,Deinococcaceae,-0.725824,-0.1367,4.808365
genus,Streptococcus,399,Streptococcaceae,-0.740769,-0.18341,5.04647
genus,Blautia,83,Lachnospiraceae,-0.756698,-0.167088,5.024697
genus,Faecalicoccus,3,Erysipelotrichaceae,-0.764776,-0.176092,5.093658
genus,Enterococcus,189,Enterococcaceae,-0.742443,-0.188554,5.062346
genus,Lactococcus,40,Streptococcaceae,-0.734231,-0.188424,5.036159
genus,Marinococcus,4,Bacillaceae,-0.759803,-0.153219,4.991646
genus,Planococcus,33,Planococcaceae,-0.741543,-0.18123,5.019888
genus,Aerococcus,20,Aerococcaceae,-0.754878,-0.158848,4.998684
genus,Gemella,18,,-0.710626,-0.211659,5.116733
genus,Atopobium,13,Atopobiaceae,-0.72984,-0.146109,4.871671
genus,Lancefieldella,3,Atopobiaceae,-0.746095,-0.165179,4.946142
genus,Bacillus,746,Bacillaceae,-0.743368,-0.191165,5.059812
genus,Aneurinibacillus,10,Paenibacillaceae,-0.737121,-0.178909,5.011581
genus,Brevibacillus,53,Paenibacillaceae,-0.742205,-0.176969,5.007379
genus,Geobacillus,59,Bacillaceae,-0.755753,-0.178926,5.044297
genus,Niallia,4,Bacillaceae,-0.738975,-0.199003,5.082341
genus,Weizmannia,5,Bacillaceae,-0.738515,-0.191951,5.045391
genus,Cytobacillus,12,Bacillaceae,-0.739661,-0.194903,5.065731
genus,Paenibacillus,445,Paenibacillaceae,-0.756029,-0.167642,4.994419
genus,Priestia,9,Bacillaceae,-0.744429,-0.193842,5.069737
genus,Peribacillus,18,Bacillaceae,-0.732053,-0.196336,5.05218
genus,Alkalihalobacillus,33,Bacillaceae,-0.746027,-0.182912,5.047383
genus,Evansella,3,Bacillaceae,-0.755381,-0.181009,5.059499
genus,Caldalkalibacillus,2,Bacillaceae,-0.751539,-0.186406,5.07773
genus,Lysinibacillus,56,Bacillaceae,-0.73987,-0.194466,5.061793
genus,Parageobacillus,9,Bacillaceae,-0.758152,-0.196417,5.115905
genus,Amphibacillus,6,Bacillaceae,-0.747562,-0.182973,5.069413
genus,Alicyclobacillus,26,Alicyclobacillaceae,-0.759011,-0.152028,4.938574
genus,Schinkia,2,Bacillaceae,-0.730182,-0.197403,5.070898
genus,Metabacillus,12,Bacillaceae,-0.736034,-0.186978,5.03196
genus,Sporosarcina,57,Planococcaceae,-0.732253,-0.186705,5.020815
genus,Psychrobacillus,16,Bacillaceae,-0.734378,-0.199291,5.075225
genus,Lederbergia,4,Bacillaceae,-0.78319,-0.18622,5.111432
genus,Virgibacillus,38,Bacillaceae,-0.747726,-0.18686,5.063043
genus,Hydrogenibacillus,1,Bacillaceae,-0.725287,-0.159184,4.887176
genus,Paraclostridium,4,Peptostreptococcaceae,-0.696855,-0.212059,5.078035
genus,Clostridioides,2,Peptostreptococcaceae,-0.704503,-0.200099,5.067315
genus,Hathewaya,3,Clostridiaceae,-0.705402,-0.210099,5.100741
genus,Ruminiclostridium,8,Oscillospiraceae,-0.726474,-0.186981,5.030276
genus,Gottschalkia,2,Gottschalkiaceae,-0.686765,-0.212583,5.08673
genus,Paeniclostridium,4,Peptostreptococcaceae,-0.70186,-0.213205,5.115554
genus,Thermoclostridium,3,Oscillospiraceae,-0.735813,-0.176265,5.004058
genus,Acetoanaerobium,4,Peptostreptococcaceae,-0.699223,-0.205127,5.055104
genus,Lachnoclostridium,25,Lachnospiraceae,-0.749844,-0.164776,4.99609
genus,Acetivibrio,9,Oscillospiraceae,-0.753957,-0.187358,5.092423
