protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
AncD-2,Extant-MLAnc_Align,NA,NA,1,88,22,76,102,41,107,23,102,108,84,34,36,63,24,47,34,62,80,7,49
AncD-3,Extant-MLAnc_Align,NA,NA,1,84,26,73,103,43,107,26,100,105,81,36,34,61,26,50,34,67,76,6,51
AncD-4,Extant-MLAnc_Align,NA,NA,1,89,24,69,114,42,106,28,101,105,92,36,38,67,25,50,37,65,75,7,49
AncD-5,Extant-MLAnc_Align,NA,NA,1,89,21,77,100,42,107,24,104,107,82,32,35,63,25,48,34,62,80,8,49
AncE-1,Extant-MLAnc_Align,NA,NA,1,90,21,77,115,48,110,26,96,97,85,49,42,59,24,47,40,55,79,6,48
AncE-2,Extant-MLAnc_Align,NA,NA,1,95,19,79,115,46,109,24,99,95,85,45,43,58,22,49,40,55,80,7,49
AncE-3,Extant-MLAnc_Align,NA,NA,1,88,21,77,115,48,109,26,98,97,82,49,42,58,23,47,41,56,78,6,48
AncE-4,Extant-MLAnc_Align,NA,NA,1,92,22,77,116,48,108,28,100,103,82,50,45,61,22,48,41,53,82,8,50
AncE-5,Extant-MLAnc_Align,NA,NA,1,93,19,79,115,46,108,24,99,94,83,45,43,58,22,49,41,55,80,7,49
BchChl_Halorhodo_halophila,Extant-MLAnc_Align,NA,NA,1,135,18,67,109,50,118,28,39,29,130,21,22,68,45,98,62,69,107,9,27
BchChl_Synecho_CC9311,Extant-MLAnc_Align,NA,NA,1,121,18,75,90,47,100,35,55,41,138,33,31,66,45,82,65,75,97,11,21
BchChl_Synecho_RCC307,Extant-MLAnc_Align,NA,NA,1,122,18,67,102,51,104,31,51,39,150,32,24,78,61,96,72,66,90,12,22
BchChl_Erythrobacter_NAP1,Extant-MLAnc_Align,NA,NA,1,148,18,86,92,58,91,34,60,40,120,29,23,78,47,92,51,64,87,11,21
BchChl_Hoeflea_phototrophica,Extant-MLAnc_Align,NA,NA,1,142,16,81,90,57,104,29,58,47,107,33,31,70,43,84,69,70,104,11,25
BchChl_Rosei_castenholzii,Extant-MLAnc_Align,NA,NA,1,125,19,72,75,56,103,31,53,32,135,34,29,76,41,83,62,79,103,14,28
BchChl_Chlo_phaeobacteroides,Extant-MLAnc_Align,NA,NA,1,117,20,78,79,62,99,31,65,61,125,33,33,68,37,53,68,62,95,14,30
BchChl_Helio_modesticaldum,Extant-MLAnc_Align,NA,NA,1,121,20,62,90,60,97,23,69,50,119,28,33,60,42,79,63,81,108,13,32
BchChl_Gloeobacter_violaceus,Extant-MLAnc_Align,NA,NA,1,110,29,72,91,47,91,28,78,61,110,32,41,62,48,74,50,72,97,13,43
BchChl_Synecho_JA-2-3Ba_2-13,Extant-MLAnc_Align,NA,NA,1,112,23,66,97,48,97,29,86,59,120,27,38,60,52,79,48,68,94,13,43
Nif_Roseiflexus_castenholzii,Extant-MLAnc_Align,NA,NA,1,97,22,64,90,46,113,41,94,52,95,34,51,58,34,79,42,80,81,9,42
Nif_Oscillochloris_trichoides,Extant-MLAnc_Align,NA,NA,1,100,20,61,93,50,121,39,94,62,86,35,48,53,27,67,46,88,77,9,41
Nif_Chloroflexi_Kir15-3F,Extant-MLAnc_Align,NA,NA,1,96,21,68,87,49,118,39,94,63,91,36,54,57,30,64,51,82,78,9,40
Nif_Caldi_saccharolyticus,Extant-MLAnc_Align,NA,NA,1,83,26,62,93,49,100,23,101,86,90,28,49,58,22,48,55,65,94,9,55
Nif_Meth_thermolithotrophicus,Extant-MLAnc_Align,NA,NA,1,88,31,90,94,55,99,25,87,96,82,41,48,61,25,50,40,65,90,10,53
Nif_Methanocaldo_infernus,Extant-MLAnc_Align,NA,NA,1,86,32,73,102,57,104,25,95,109,85,30,42,61,25,52,37,49,93,11,55
Nif_Methanotorris_igneus,Extant-MLAnc_Align,NA,NA,1,84,31,75,106,58,107,24,90,108,84,34,45,60,24,51,39,52,93,11,52
Nif_Moorella_thermoacetica,Extant-MLAnc_Align,NA,NA,1,102,28,63,91,50,117,23,84,67,98,43,37,71,38,78,41,65,101,10,46
Nif_Desulfoto_copahuensis,Extant-MLAnc_Align,NA,NA,1,110,24,61,92,49,119,24,77,58,106,43,36,66,43,81,45,66,100,9,42
Nif_Syntrophotherm_lipocalidus,Extant-MLAnc_Align,NA,NA,1,98,28,61,109,57,110,21,94,58,91,40,39,69,31,89,44,60,100,9,42
Nif_Thermacetogenium_phaeum,Extant-MLAnc_Align,NA,NA,1,102,27,58,106,58,113,21,92,61,90,39,39,70,31,88,43,58,102,9,43
Nif_Methanothermo_marburgensis,Extant-MLAnc_Align,NA,NA,1,67,26,78,103,49,114,23,91,58,88,43,47,60,23,76,52,65,90,6,45
Nif_Methanococcus_vannielii_SB,Extant-MLAnc_Align,NA,NA,1,78,26,80,88,46,112,26,87,101,84,38,56,57,29,41,50,63,96,6,48
Nif_Methanobacteriales_HGW-1,Extant-MLAnc_Align,NA,NA,1,75,23,78,101,47,110,28,110,87,89,45,41,59,36,43,64,68,74,5,42
Nif_Methanobacterium_paludis,Extant-MLAnc_Align,NA,NA,1,76,24,83,99,52,109,30,92,87,81,47,55,64,25,46,60,66,87,5,42
Nif_Methanobrevi_cuticularis,Extant-MLAnc_Align,NA,NA,1,78,27,82,96,47,110,26,98,86,87,39,67,53,28,43,52,78,95,5,49
Anf_Desulfovibrio_86-1,Extant-MLAnc_Align,NA,NA,1,87,27,88,79,51,113,32,94,85,100,40,53,57,36,50,52,59,89,16,45
Anf_Pararhodo_photometricum,Extant-MLAnc_Align,NA,NA,1,97,26,85,88,46,107,33,96,85,97,36,46,61,37,57,50,70,98,15,45
Anf_Azotobacter_vinelandii_DJ,Extant-MLAnc_Align,NA,NA,1,93,23,82,96,52,118,33,101,89,91,35,51,53,32,56,46,58,89,14,43
Anf_Rhodobacter_capsulatus_A52,Extant-MLAnc_Align,NA,NA,1,111,24,81,94,54,107,36,83,81,95,40,44,54,33,59,51,63,97,12,43
Anf_Rhodoblastus_acidophilus,Extant-MLAnc_Align,NA,NA,1,101,24,90,82,53,115,34,91,86,92,34,44,56,35,55,55,64,93,13,44
Anf_Pantoea_cypripedii,Extant-MLAnc_Align,NA,NA,1,102,23,88,79,47,108,36,96,80,92,37,51,56,39,57,50,63,95,15,46
Anf_Brenneria_salicis,Extant-MLAnc_Align,NA,NA,1,107,24,83,79,48,112,33,99,75,93,36,51,57,35,54,56,61,98,13,46
Anf_Desulfito_chlororespirans,Extant-MLAnc_Align,NA,NA,1,93,23,74,98,50,113,34,94,82,96,38,52,57,34,54,54,54,96,14,49
Anf_Opitutaceae_TSB47,Extant-MLAnc_Align,NA,NA,1,102,26,73,96,56,115,36,96,89,94,42,45,58,31,57,47,58,87,13,42
Anf_Dendrosporo_quercicolus,Extant-MLAnc_Align,NA,NA,1,93,25,81,86,48,110,31,92,90,95,41,56,54,35,48,57,55,96,14,51
Anf_Clostridium_pasteurianum,Extant-MLAnc_Align,NA,NA,1,86,24,80,101,57,112,31,96,93,91,47,55,49,34,49,55,66,96,13,50
Anf_Chloroherpeton_thalassium,Extant-MLAnc_Align,NA,NA,1,97,24,80,85,46,110,35,101,85,91,41,49,56,33,53,52,56,93,14,49
Anf_Dysgon_capnocytophagoides,Extant-MLAnc_Align,NA,NA,1,89,27,79,93,53,112,39,107,89,90,40,49,57,36,48,61,57,87,13,48
Anf_Bacteroidales,Extant-MLAnc_Align,NA,NA,1,94,28,83,84,52,111,37,105,86,86,41,50,55,35,51,60,58,92,13,50
Vnf_Desulfobacter_curvatus,Extant-MLAnc_Align,NA,NA,1,91,25,86,86,56,103,28,96,80,83,40,54,50,26,48,55,59,84,15,45
Vnf_Paenibacillus_durus_P3L-5,Extant-MLAnc_Align,NA,NA,1,93,21,69,94,50,105,26,89,86,88,41,51,48,39,43,54,65,85,15,42
Vnf_Methanosarcina_acetivorans,Extant-MLAnc_Align,NA,NA,1,88,29,79,93,49,102,28,102,85,87,39,56,48,30,44,54,60,84,17,42
Vnf_Ethanoligenens_harbinense,Extant-MLAnc_Align,NA,NA,1,83,31,82,81,50,107,30,91,88,88,37,58,47,30,43,48,60,89,13,43
Vnf_Clostridium_kluyveri,Extant-MLAnc_Align,NA,NA,1,81,27,75,92,51,104,29,97,93,91,36,53,48,32,45,50,59,81,16,38
Vnf_Tolumonas_lignilytica,Extant-MLAnc_Align,NA,NA,1,97,27,77,96,48,104,34,85,88,98,51,47,51,31,46,53,65,87,13,40
Vnf_Azomonas_agilis_DSM_375,Extant-MLAnc_Align,NA,NA,1,105,25,79,95,49,107,32,94,81,91,42,47,51,32,54,45,68,85,14,42
Vnf_Chromatiales,Extant-MLAnc_Align,NA,NA,1,106,25,80,94,45,108,35,90,77,93,44,47,50,29,58,44,67,91,14,45
Vnf_Azotobacter_vinelandii_DJ,Extant-MLAnc_Align,NA,NA,1,101,24,75,99,47,110,34,86,80,94,46,51,52,30,56,46,59,94,14,41
Vnf_Rhodoblastus_acidophilus,Extant-MLAnc_Align,NA,NA,1,101,24,80,85,46,112,35,87,82,97,41,44,51,36,50,50,61,79,16,46
Vnf_Methylocystis_parvus_OBBP,Extant-MLAnc_Align,NA,NA,1,92,24,79,91,45,110,33,91,75,94,40,47,49,38,55,55,65,81,16,45
Vnf_Rhodopseudomonas_palustris,Extant-MLAnc_Align,NA,NA,1,105,24,79,85,42,109,37,89,81,100,41,46,53,33,51,47,63,85,15,45
Vnf_Magnetospirillum_bellicus,Extant-MLAnc_Align,NA,NA,1,95,25,77,87,45,111,32,87,78,99,45,46,54,41,47,49,72,79,15,42
Vnf_Phaeospirillum_fulvum,Extant-MLAnc_Align,NA,NA,1,101,24,80,80,45,115,35,89,73,101,41,50,53,38,55,45,65,79,15,41
Nif_Ther_thermosaccharolyticum,Extant-MLAnc_Align,NA,NA,1,70,19,81,99,38,106,31,105,99,92,50,53,61,27,49,68,62,89,10,56
Nif_Carboxydocella,Extant-MLAnc_Align,NA,NA,1,94,20,66,94,40,110,38,99,82,106,45,44,62,44,56,42,61,85,10,53
Nif_Methanothrix_soehngenii,Extant-MLAnc_Align,NA,NA,1,85,24,79,83,47,111,33,99,70,79,49,45,63,35,67,68,60,93,6,43
Nif_Methano_psychrotolerans,Extant-MLAnc_Align,NA,NA,1,87,22,70,102,43,118,31,102,83,95,53,49,55,32,49,66,59,88,6,45
Nif_Methanosarcina_acetivorans,Extant-MLAnc_Align,NA,NA,1,98,23,78,99,42,117,34,116,80,97,34,47,57,23,58,61,66,77,7,43
Nif_Methanolacinia_petrolearia,Extant-MLAnc_Align,NA,NA,1,89,29,81,96,38,119,38,107,79,90,49,46,63,28,47,63,72,76,7,50
Nif_Methanospirillum_stamsii,Extant-MLAnc_Align,NA,NA,1,89,29,80,95,39,111,34,99,79,93,46,54,64,34,51,56,73,92,7,45
Nif_Methanosphaerula_palustris,Extant-MLAnc_Align,NA,NA,1,93,27,80,94,35,107,37,102,75,103,41,49,60,39,57,65,63,92,7,46
Nif_Methanocella_arvoryzae,Extant-MLAnc_Align,NA,NA,1,102,26,75,91,35,114,38,99,80,95,46,47,55,37,60,52,68,94,8,46
Nif_Methanomassil_luminyensis,Extant-MLAnc_Align,NA,NA,1,97,26,84,85,35,114,39,78,86,102,47,44,56,38,54,64,61,102,7,48
Nif_Desulfuri_alkaliarsenatis,Extant-MLAnc_Align,NA,NA,1,97,21,74,98,41,116,34,103,98,90,48,47,53,34,42,65,75,82,6,49
Nif_Gracilibacter_BRH_c7a,Extant-MLAnc_Align,NA,NA,1,84,21,83,88,44,117,35,109,89,98,39,52,54,32,44,71,62,89,6,44
Nif_Clostridiales_DRI-13,Extant-MLAnc_Align,NA,NA,1,100,21,75,89,46,112,36,109,95,96,44,48,55,35,49,61,61,84,6,44
Nif_Pelosinus_propionicus,Extant-MLAnc_Align,NA,NA,1,91,22,76,90,50,123,33,107,87,92,44,51,56,36,44,70,71,79,6,44
Nif_Dendrosporo_quercicolus,Extant-MLAnc_Align,NA,NA,1,96,24,76,89,46,123,33,99,90,94,42,48,53,37,46,57,77,95,6,43
Nif_Propionispora_vibrioides,Extant-MLAnc_Align,NA,NA,1,102,20,76,84,52,119,33,97,86,94,42,49,60,42,54,64,64,87,7,39
Nif_Sporomusa_acidovorans,Extant-MLAnc_Align,NA,NA,1,107,22,70,88,48,121,33,98,82,94,43,47,60,35,51,67,73,89,6,40
Nif_Peptococcaceae_BRH_c4a,Extant-MLAnc_Align,NA,NA,1,86,22,75,91,43,125,33,103,81,97,45,52,54,33,56,68,62,90,7,46
Nif_Desulfurispora_thermophila,Extant-MLAnc_Align,NA,NA,1,114,24,76,81,41,118,42,102,64,109,36,44,61,36,77,51,54,79,6,46
Nif_Peptococcaceae_BRH_c8a,Extant-MLAnc_Align,NA,NA,1,92,24,77,93,39,123,35,98,73,102,48,54,63,30,65,57,67,86,6,48
Nif_Dethiobacter_alkaliphilus,Extant-MLAnc_Align,NA,NA,1,89,22,82,98,47,111,36,93,75,97,47,51,59,36,56,63,68,88,6,41
Nif_Thermincola_potens_JR,Extant-MLAnc_Align,NA,NA,1,94,22,73,92,45,118,39,104,89,95,40,51,60,35,49,52,67,84,7,44
Nif_Firmicutes_HGW-14,Extant-MLAnc_Align,NA,NA,1,97,22,80,84,46,119,39,105,81,93,48,51,57,31,52,58,73,76,6,44
Nif_Ilyobacter_polytropus,Extant-MLAnc_Align,NA,NA,1,83,23,77,103,42,126,30,98,105,87,49,43,52,33,36,63,80,88,7,48
Nif_Halanaero_saccharolyticum,Extant-MLAnc_Align,NA,NA,1,80,17,92,103,42,115,34,107,90,99,42,56,51,40,46,65,54,79,6,50
Nif_Orenia_marismortui,Extant-MLAnc_Align,NA,NA,1,94,19,81,111,41,111,25,110,86,90,46,50,52,33,53,69,57,79,6,48
Nif_Anaerovirgula_multivorans,Extant-MLAnc_Align,NA,NA,1,80,23,72,94,44,123,37,98,95,91,50,52,47,26,47,72,68,85,6,50
Nif_Defluviitalea_phaphyphila,Extant-MLAnc_Align,NA,NA,1,85,21,75,98,41,111,30,122,107,86,49,49,50,28,45,66,70,72,6,52
Nif_Alkali_saccharofermentans,Extant-MLAnc_Align,NA,NA,1,84,24,78,100,36,117,29,109,98,78,57,57,51,26,42,59,70,87,6,54
Nif_Dethiosulfati_aminovorans,Extant-MLAnc_Align,NA,NA,1,91,23,80,105,41,122,28,104,98,86,48,59,46,24,43,60,66,83,6,53
Nif_Firmicutes_HGW-2,Extant-MLAnc_Align,NA,NA,1,106,21,69,97,38,118,36,108,89,89,47,49,48,30,43,58,69,90,7,51
Nif_Acetivibrio_cellulolyticus,Extant-MLAnc_Align,NA,NA,1,86,24,70,101,42,124,31,110,99,87,41,47,52,27,44,64,62,88,6,55
Nif_Syntrophomonas_zehnderi,Extant-MLAnc_Align,NA,NA,1,97,23,66,90,44,119,29,107,77,103,38,58,54,36,52,60,58,90,8,50
Nif_Oxobacter_pfennigii,Extant-MLAnc_Align,NA,NA,1,87,21,70,99,41,120,30,109,100,95,47,53,48,27,44,60,66,81,6,56
Nif_Clostridium_kluyveri,Extant-MLAnc_Align,NA,NA,1,84,22,69,104,48,122,27,99,94,85,47,47,56,36,51,54,62,92,6,54
Nif_Clostridiales_SK-Y3,Extant-MLAnc_Align,NA,NA,1,93,22,79,91,44,129,31,108,90,91,47,39,50,33,53,50,61,83,6,56
Nif_Ethanoligenens_harbinense,Extant-MLAnc_Align,NA,NA,1,92,25,73,93,52,120,34,99,76,90,44,52,55,32,56,54,67,80,6,57
Nif_Acetobacterium_woodii,Extant-MLAnc_Align,NA,NA,1,99,24,76,91,40,120,29,97,84,98,51,54,49,34,42,63,68,77,6,53
Nif_Desulfovibrio_86-1,Extant-MLAnc_Align,NA,NA,1,106,31,82,83,46,129,29,79,77,103,47,46,50,36,57,48,66,84,5,52
Nif_Propionispira_arboris,Extant-MLAnc_Align,NA,NA,1,97,27,75,93,50,118,30,93,88,97,50,49,50,30,49,62,66,72,7,53
Nif_Megasphaera_cerevisiae,Extant-MLAnc_Align,NA,NA,1,89,29,88,84,42,123,27,99,97,96,45,44,50,33,49,54,75,77,6,57
Nif_Cellulosilyt_lentocellum,Extant-MLAnc_Align,NA,NA,1,96,27,79,90,44,130,31,92,94,105,41,39,51,33,41,61,63,83,7,55
Nif_Youngiibacter_fragilis,Extant-MLAnc_Align,NA,NA,1,89,32,80,86,41,126,31,98,76,94,47,49,56,33,51,55,73,82,7,53
Nif_Marasmit_massiliensis,Extant-MLAnc_Align,NA,NA,1,80,30,78,91,42,126,30,92,80,98,46,41,53,45,52,60,68,84,6,54
Nif_Sporolactobacillus_terrae,Extant-MLAnc_Align,NA,NA,1,84,29,76,97,41,116,26,98,98,85,50,41,51,34,53,62,71,82,8,51
Nif_Faecalicatena_contorta,Extant-MLAnc_Align,NA,NA,1,80,24,85,91,42,122,25,105,89,78,48,38,49,35,52,75,72,81,6,62
Nif_Dissulfuri_thermophilus,Extant-MLAnc_Align,NA,NA,1,86,22,86,99,49,112,34,104,89,86,48,37,59,28,68,62,56,91,6,52
Nif_Verrucomicrobiae_DG1235,Extant-MLAnc_Align,NA,NA,1,95,27,78,100,42,113,36,97,88,92,46,45,52,30,61,66,62,92,10,42
Nif_Coraliomarg_akajimensis,Extant-MLAnc_Align,NA,NA,1,107,29,84,102,41,109,34,100,91,85,53,45,54,29,53,64,79,81,7,46
Nif_Terri_sacchariphilum,Extant-MLAnc_Align,NA,NA,1,113,28,78,95,44,115,34,106,77,92,37,45,64,35,67,54,62,88,9,43
Nif_Verruco_Tous-C9LFEB,Extant-MLAnc_Align,NA,NA,1,105,29,73,89,48,115,37,101,85,93,43,51,55,42,57,67,79,86,8,40
Nif_Opitutaceae_EW11,Extant-MLAnc_Align,NA,NA,1,120,26,69,94,46,115,36,95,71,91,40,48,67,38,77,64,70,93,9,42
Nif_Opitutaceae_TSB47,Extant-MLAnc_Align,NA,NA,1,105,25,74,83,51,112,37,98,83,90,44,50,59,36,66,55,74,84,9,40
Nif_Didymococcus_colitermitum,Extant-MLAnc_Align,NA,NA,1,116,25,79,86,50,114,38,105,78,91,43,48,66,37,68,64,80,83,9,42
Nif_Sediminispiro_smaragdinae,Extant-MLAnc_Align,NA,NA,1,94,27,73,100,50,118,31,91,73,94,46,41,54,39,70,68,64,88,7,47
Nif_Marispirochaeta_associata,Extant-MLAnc_Align,NA,NA,1,105,22,75,105,49,112,31,94,65,94,49,45,58,44,71,57,63,86,5,46
Nif_Chlorobium_limicola,Extant-MLAnc_Align,NA,NA,1,93,23,65,116,49,115,30,95,90,92,44,49,57,36,57,60,69,84,7,48
Nif_Chloroherpeton_thalassium,Extant-MLAnc_Align,NA,NA,1,100,24,74,107,43,111,32,93,96,96,45,43,57,37,52,58,66,89,7,48
Nif_Spiro_cellobiosiphila,Extant-MLAnc_Align,NA,NA,1,86,22,75,104,48,121,31,92,86,91,39,49,50,44,51,61,65,92,7,52
Nif_Lutibacter_agarilyticus,Extant-MLAnc_Align,NA,NA,1,82,22,77,101,44,119,30,106,92,98,51,55,54,33,46,67,67,74,9,50
Nif_Marinilabilia_WTE,Extant-MLAnc_Align,NA,NA,1,93,20,70,106,47,117,29,102,98,87,54,49,51,31,53,67,62,86,10,45
Nif_Saccharicrinis_fermentans,Extant-MLAnc_Align,NA,NA,1,91,20,77,100,46,115,32,95,93,93,50,47,55,37,49,62,66,95,9,48
Nif_Labili_manganireducens,Extant-MLAnc_Align,NA,NA,1,81,21,76,102,42,114,28,104,90,95,50,54,52,35,52,71,63,87,10,50
Nif_Draconibacterium_sediminis,Extant-MLAnc_Align,NA,NA,1,99,21,77,102,46,117,25,90,92,89,49,44,54,31,54,65,65,97,10,50
Nif_Arctici_svalbardensis,Extant-MLAnc_Align,NA,NA,1,88,27,66,101,47,114,31,97,80,91,53,48,54,33,55,64,74,93,7,48
Nif_Geofilum_rubicundum,Extant-MLAnc_Align,NA,NA,1,101,26,80,94,51,107,33,95,91,91,48,56,49,30,54,58,78,81,7,45
Nif_Dysgon_capnocytophagoides,Extant-MLAnc_Align,NA,NA,1,89,27,82,98,53,111,35,104,94,84,48,48,52,35,52,61,74,81,7,45
Nif_Paludi_propionicigenes,Extant-MLAnc_Align,NA,NA,1,94,26,82,92,57,108,31,97,88,87,48,49,54,36,56,62,77,80,6,47
Nif_Prevotella_oryzae,Extant-MLAnc_Align,NA,NA,1,75,27,79,94,50,114,33,103,94,89,45,56,50,33,55,71,70,80,6,51
Nif_Dehalogenimonas_WBC-2,Extant-MLAnc_Align,NA,NA,1,95,30,72,85,46,115,34,106,72,91,38,56,53,42,66,64,71,85,7,49
Nif_Dehalococcoides_mccartyi,Extant-MLAnc_Align,NA,NA,1,103,29,65,97,45,112,31,80,73,104,41,46,60,43,67,64,68,90,8,48
Nif_Lentisphaerae_GWF2_50_93,Extant-MLAnc_Align,NA,NA,1,98,30,71,100,45,113,29,89,91,100,45,45,58,32,63,57,70,87,8,44
Nif_Lentisphaerae_GWF2_57_35,Extant-MLAnc_Align,NA,NA,1,111,28,77,87,46,112,33,85,72,103,36,45,61,37,77,55,68,93,10,41
Nif_Spirochaetes_GWB1_27_13,Extant-MLAnc_Align,NA,NA,1,87,25,79,88,52,117,32,101,104,85,46,55,51,37,52,61,59,92,5,45
Nif_Spirochaetes_GWB1_36_13,Extant-MLAnc_Align,NA,NA,1,94,22,74,96,48,115,32,111,99,88,38,52,53,34,51,68,72,75,5,51
Nif_Elusi_RIFOXYB2_49_7,Extant-MLAnc_Align,NA,NA,1,100,21,74,87,52,125,27,90,83,88,53,49,58,29,73,58,63,88,6,51
Nif_Margulis_GWD2_39_127,Extant-MLAnc_Align,NA,NA,1,90,27,76,86,46,116,30,102,105,88,44,51,55,39,48,60,65,89,6,47
Nif_Spirochaeta_thermophila,Extant-MLAnc_Align,NA,NA,1,107,24,66,115,53,109,34,87,70,99,50,44,64,25,82,46,63,102,5,45
Nif_Spirochaetes_GWE1_32_154,Extant-MLAnc_Align,NA,NA,1,95,22,79,93,45,104,30,95,105,94,50,49,52,34,48,58,80,86,5,54
Nif_Holophaga_foetida,Extant-MLAnc_Align,NA,NA,1,107,25,69,96,42,116,36,89,83,103,43,46,62,34,55,72,67,87,5,44
Nif_Smithella_SCADC,Extant-MLAnc_Align,NA,NA,1,112,22,69,90,54,122,30,98,80,87,50,53,53,38,63,57,67,86,3,48
Nif_Treponema_primitia,Extant-MLAnc_Align,NA,NA,1,99,27,82,88,49,111,29,94,87,97,43,49,52,34,60,61,76,86,4,50
Nif_Syntropho_fumaroxidans,Extant-MLAnc_Align,NA,NA,1,114,26,73,93,48,115,35,99,68,88,41,40,57,33,85,63,65,89,7,44
Nif_Desulfobacca_acetoxidans,Extant-MLAnc_Align,NA,NA,1,104,24,72,91,45,114,31,112,71,95,43,46,59,34,73,61,73,82,7,45
Nif_Desulfati_alkenivorans,Extant-MLAnc_Align,NA,NA,1,107,27,83,92,45,121,31,96,82,87,49,48,57,35,59,57,65,90,7,49
Nif_Desulfosarcina_cetonica,Extant-MLAnc_Align,NA,NA,1,94,23,76,107,44,114,36,102,94,83,55,47,55,38,57,54,70,82,7,52
Nif_Desulforegula_conservatrix,Extant-MLAnc_Align,NA,NA,1,96,28,77,93,43,113,33,92,93,85,45,47,52,28,49,67,74,95,6,52
Nif_Desulfo_autotrophicum_HRM2,Extant-MLAnc_Align,NA,NA,1,96,27,77,93,39,115,26,108,82,87,46,52,56,37,56,65,77,87,6,55
Nif_Desulfonatronum_lacustre,Extant-MLAnc_Align,NA,NA,1,95,23,76,95,48,116,35,96,89,93,46,45,57,33,57,53,81,87,7,45
Nif_Desulfuri_alkaliphilus,Extant-MLAnc_Align,NA,NA,1,116,23,75,95,44,123,26,90,88,95,42,44,58,37,56,63,60,81,11,50
Nif_Desulfarculus_baarsii,Extant-MLAnc_Align,NA,NA,1,112,26,79,88,46,120,31,87,73,102,43,50,57,40,65,55,64,85,12,46
Nif_Pseudodesulfo_profundus,Extant-MLAnc_Align,NA,NA,1,105,28,81,97,45,121,24,86,88,89,48,42,56,41,50,56,71,88,13,50
Nif_Desulfuro_atlanticum,Extant-MLAnc_Align,NA,NA,1,91,21,76,108,53,111,22,76,101,97,43,38,65,27,56,52,58,90,19,59
Nif_Heliobact_modesticaldum,Extant-MLAnc_Align,NA,NA,1,103,24,78,82,51,111,28,81,71,95,53,47,64,36,66,59,58,85,11,47
Nif_Syntrophobotul_glycolicus,Extant-MLAnc_Align,NA,NA,1,96,25,75,92,46,113,28,89,78,95,52,47,57,38,66,58,62,77,11,50
Nif_Peptococcaceae_CEB3,Extant-MLAnc_Align,NA,NA,1,104,17,71,85,42,111,35,74,58,118,38,47,64,35,77,61,58,80,11,52
Nif_Desulfito_hafniense_Y51,Extant-MLAnc_Align,NA,NA,1,90,21,64,96,40,108,26,78,73,103,51,55,58,32,58,67,66,89,11,57
Nif_Desulfosporosinus_OT,Extant-MLAnc_Align,NA,NA,1,88,22,67,93,38,107,26,89,75,103,46,49,58,26,57,62,69,86,10,54
Nif_Geothermobacter_EPR-M,Extant-MLAnc_Align,NA,NA,1,105,25,74,96,51,108,27,91,89,89,48,51,62,29,59,55,64,73,12,47
Nif_Desulfuromusa_kysingii,Extant-MLAnc_Align,NA,NA,1,96,25,83,96,46,110,30,93,90,92,46,42,62,33,55,58,61,81,13,48
