protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
Shallow,DP000238.1,NA,NA,2017,57336,7163,40460,38945,21989,59388,12943,36570,25774,51182,18445,18372,32482,14802,39575,44080,32732,44126,5337,19178
Shallow,CP011070.1,NA,NA,2146,30868,5490,32250,37730,23706,34150,9492,48376,46021,45363,13759,27050,20042,16833,18060,39503,29622,34041,4781,16271
Shallow,CP010868.1,NA,NA,2161,31262,5500,31246,36757,23867,34154,9486,46205,45001,44631,13781,25416,20014,16748,18380,37479,29006,34390,4773,16339
Shallow,CP007026.1,NA,NA,1445,22874,3857,22152,27778,16777,24806,6642,32978,33389,31860,10158,19228,13938,11597,13255,26794,20516,24385,3352,11312
Shallow,LXWN01000000,NA,NA,1421,23064,3836,22300,27908,16965,25080,6736,33359,33736,32413,10250,19383,14079,11666,13435,26968,20690,24637,3392,11462
Shallow,CP021324.1,NA,NA,1677,23744,4375,24374,30228,18213,26761,7250,37995,37686,35327,10850,21864,15057,12998,13777,30002,22872,25953,3759,12728
Deep,2639762995,NA,NA,697,9578,1800,9015,10679,7003,10523,2942,14260,14814,13963,4028,8150,5781,4750,6191,11079,8798,10441,1350,4959
Deep,2645727900,NA,NA,557,8036,1459,7622,8662,5855,8732,2455,12227,11991,11740,3284,7151,4859,3851,4688,9355,7433,8561,1195,4165
Deep,2513237067,NA,NA,1111,13855,2481,12784,14985,9528,14872,4151,19143,19410,19505,5682,10944,8077,6813,8410,15863,12277,14605,2123,7136
Deep,2513237068,NA,NA,1291,16104,2876,14969,17540,11253,17332,4834,22683,22881,22623,6553,12886,9539,7934,9776,18653,14473,17351,2386,8092
Deep,2527291500,NA,NA,1354,21062,3669,19848,23152,14479,22588,6356,29651,30348,29287,8578,16586,12487,10331,12798,24130,18840,22586,3037,10617
Deep,2524023114,NA,NA,660,6018,1265,5950,6921,4412,6739,1909,8943,9516,9089,2577,5224,3784,3202,4271,7212,5686,6755,977,3321
Deep,2524023124,NA,NA,704,6989,1299,6310,7371,5003,7609,2152,10239,9985,10116,2993,5484,4209,3321,4416,8065,6150,7667,988,3480
Deep,2524023126,NA,NA,926,9962,1787,8943,10744,6800,10582,2991,14009,14448,14209,4160,7659,5864,4875,6344,11261,8806,10704,1422,5019
Deep,2513237066,NA,NA,1530,18647,3430,18004,21124,13605,20720,5824,27673,28522,27405,7843,15901,11300,9603,11974,22020,17139,20209,2898,9754
Deep,2513237065,NA,NA,1068,11492,2090,10950,12789,8104,13252,3503,16477,16661,16467,4795,9630,7023,5831,7250,13874,10955,12866,1794,5939
Deep,2524023127,NA,NA,761,7562,1463,6863,8094,5173,8214,2219,10624,10505,10862,3227,5975,4471,3688,4768,8727,6769,8236,1097,3794
Deep,2524023104,NA,NA,1069,11521,2175,10505,12437,7815,12336,3448,16415,16451,16451,4952,9257,6885,5725,7115,13101,10203,12680,1680,5747
Deep,2524023105,NA,NA,793,7607,1434,7234,8009,5019,8228,2269,10288,10582,10553,3093,6049,4363,3613,4753,8480,6850,8162,1094,3621
Deep,2648501537,NA,NA,537,7887,1420,7525,8832,5696,8586,2359,12036,11822,11444,3149,6765,4618,3891,4742,9251,7136,8554,1144,4083
Deep,2648501539,NA,NA,521,7623,1411,7483,8809,5482,8261,2354,11437,11798,11072,3141,6170,4768,3892,4781,9037,6968,8436,1126,3847
Deep,2639762674,NA,NA,1039,16521,3062,15556,18252,11884,17846,4941,24216,24405,23898,6602,13448,9904,8083,10388,19142,14848,17819,2438,8583
Deep,2657245306,NA,NA,663,10082,1760,9851,11314,7082,11321,3115,15291,15036,14297,4226,8612,6156,5123,6160,11911,9427,10948,1417,5142
Deep,2639762712,NA,NA,1239,20107,3554,18998,21845,13898,21728,6030,28459,28775,28057,8092,15847,11933,9709,12059,23109,17950,21669,2962,10078
