protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
mgm4461346.3,Guts,NA,NA,49299,560291,95491,379551,438536,245565,491243,124753,409049,346551,564517,164105,268346,240320,213498,318052,382631,382722,468310,69445,247971
mgm4461347.3,Guts,NA,NA,64151,679598,69212,467114,511311,327638,588406,168822,557523,483909,791028,192157,361951,284708,329508,373841,500807,481141,624140,83701,270627
mgm4461348.3,Guts,NA,NA,33151,206322,28014,139307,148519,87799,169679,50049,143168,130785,202030,60992,99454,89661,84726,115354,129897,134624,166100,26587,84383
mgm4461349.3,Guts,NA,NA,86765,511330,83994,354252,393534,241650,440728,116192,358792,324891,509918,145646,250463,231292,191386,298918,346425,341252,415905,65271,227735
mgm4461350.3,Guts,NA,NA,57892,355518,58171,239143,319517,169531,319918,78732,279938,267185,378146,113560,174703,157727,145736,202065,238871,230077,301913,41327,157908
mgm4461351.3,Guts,NA,NA,47309,292758,41726,208232,208313,134005,246519,77223,206166,198097,295062,86770,139644,130942,115492,169439,197109,187747,234756,37038,125500
mgm4461352.3,Guts,NA,NA,97866,619897,97739,436738,482348,296020,540291,141732,442055,389534,631105,179097,306532,287172,240478,367647,420640,411771,498543,81904,277774
mgm4461353.3,Guts,NA,NA,60661,359108,62313,258069,305769,180945,310588,83717,295534,290202,384109,112731,203656,156970,150068,201820,261317,248213,298029,41998,177992
mgm4461354.3,Guts,NA,NA,18043,179717,28842,109595,124137,58573,163301,36012,111547,94855,170099,47423,71115,73732,73473,96624,109322,116980,149562,18678,68396
mgm4461355.3,Guts,NA,NA,61305,393087,64991,263699,308213,166174,339311,83470,279604,253650,385760,116101,194917,168321,149257,216319,257243,266386,323068,48099,176327
mgm4461357.3,Guts,NA,NA,62320,389765,65763,267264,320953,181060,338617,87406,295894,261921,398244,120632,198135,172659,148708,217285,264948,263720,322003,47824,179653
mgm4461358.3,Guts,NA,NA,49519,277872,45457,174089,208399,100080,234571,57832,184348,158650,262358,83550,122869,116619,102178,146408,166201,182515,222146,33481,116427
mgm4461360.3,Guts,NA,NA,22111,108215,17063,69068,77314,40488,88790,22508,68123,60940,102302,29845,46298,45481,39356,58803,65639,68091,84258,12084,45009
mgm4461361.3,Guts,NA,NA,90782,576869,94629,394343,427502,265499,500146,121715,382911,354295,550167,155304,270671,260649,194470,334335,381672,369741,467430,77218,238724
mgm4461362.3,Guts,NA,NA,62749,377906,61345,262803,348160,184212,339541,85032,316459,305403,415409,123073,204723,169145,163060,219975,262795,253246,322250,45387,177864
mgm4461363.3,Guts,NA,NA,38695,250410,40105,161885,187193,108284,214218,54989,170817,150291,246163,71391,117585,110355,95346,143765,161876,161533,196597,30742,109575
mgm4461364.3,Guts,NA,NA,61315,381960,61799,271639,312661,192355,338545,88136,289863,266900,402527,115423,201438,176143,157370,226975,270446,259910,314889,49722,184411
mgm4461365.3,Guts,NA,NA,19824,128330,20662,83619,99892,57660,109295,28431,91886,82757,129677,37576,62540,56318,49715,71365,83252,85599,102451,15584,56448
mgm4461366.3,Guts,NA,NA,12723,83362,11568,52633,65318,35300,69428,17791,57717,54191,83699,23985,36826,35475,33296,46301,52909,50188,67180,9465,31226
mgm4461367.3,Guts,NA,NA,71009,829006,117099,516745,603498,342758,709476,192987,570869,484927,851796,237137,373690,361619,357037,488712,536014,509108,679039,111105,313302
mgm4461368.3,Guts,NA,NA,29525,180914,30761,120197,146457,77767,155245,39567,132935,116481,181103,55917,87323,78131,68314,98826,118039,121003,148041,21514,81058
mgm4461369.3,Guts,NA,NA,20687,126068,21807,88290,106360,61529,110652,28669,102272,90568,132164,40383,69680,55945,49803,69613,88827,88638,107015,16043,62203
mgm4461370.3,Guts,NA,NA,26738,164414,26696,107173,122098,69712,137360,35259,110565,100744,160858,45252,74266,70382,60684,92940,104670,104330,128923,18303,70085
mgm4461371.3,Guts,NA,NA,52732,637608,75286,358498,401547,251771,510482,147133,422594,319482,715501,166449,280258,287875,306988,377868,409054,381044,505854,89439,203704
mgm4461372.3,Guts,NA,NA,63700,426444,67761,288414,343337,203278,375416,91011,293871,273559,432784,115956,193543,190075,156673,265087,280873,268957,337998,49048,192910
mgm4461374.3,Guts,NA,NA,47806,554708,91117,367826,432353,228797,504220,123893,383529,334656,551382,167362,250631,236976,226778,325782,366975,363543,456475,68649,235798
mgm4461375.3,Guts,NA,NA,120917,1234738,208275,922339,1021873,620989,1126255,321318,992383,954060,1349048,391412,721627,562325,579891,738068,958506,883191,1067804,173778,609374
mgm4461376.3,Guts,NA,NA,34191,325551,45553,237418,266524,159961,303156,80662,294425,260827,368066,95044,195216,133829,154338,170221,254023,245611,314862,37728,143633
mgm4461377.3,Guts,NA,NA,45251,288225,44562,196066,239434,140450,256108,65968,225089,199067,303196,86184,148193,130328,110891,160623,197979,195827,245002,35663,131785
mgm4461378.3,Guts,NA,NA,40137,251142,36349,175196,206355,125131,218054,57854,195022,180810,273812,74205,131266,112271,109567,142007,177337,172784,209548,30701,116427
mgm4461379.3,Guts,NA,NA,29665,162439,27614,112697,135031,80138,141367,38001,127393,111367,171241,50722,83304,73812,63025,90892,112459,110670,134774,20112,77543
mgm4461380.3,Guts,NA,NA,55581,613215,104926,419823,469335,251016,553465,142745,434029,372806,614797,184935,291732,270523,254932,364552,421157,426224,513303,77093,265217
mgm4461383.3,Guts,NA,NA,23379,145895,24772,105075,117887,74025,129282,32343,108587,105323,148592,42046,77032,67094,52435,85346,103246,97242,122309,20588,66627
